,location,total_sqft,bath,price,bhk
573,Battarahalli,2024.0,3.0,103.0,3
574,Battarahalli,1097.0,2.0,49.0,2
575,Begur,1419.0,2.0,59.0,3
576,Begur,1580.0,3.0,75.0,3
577,Begur,1475.0,2.0,74.0,3
578,Begur,1100.0,2.0,55.0,2
579,Begur,1306.0,2.0,65.0,2
580,Begur,1304.0,3.0,65.0,3
581,Begur,1411.0,2.0,60.0,3
582,Begur,815.0,2.0,40.0,2
583,Begur,1443.0,2.0,70.0,3
584,Begur Road,1200.0,2.0,44.0,2
585,Begur Road,1200.0,2.0,46.8,2
586,Begur Road,1160.0,2.0,44.0,2
587,Begur Road,1615.0,3.0,59.76,3
588,Begur Road,1200.0,2.0,43.2,2
589,Begur Road,1160.0,2.0,44.08,2
590,Begur Road,1200.0,2.0,45.0,2
591,Begur Road,1615.0,3.0,60.0,3
592,Begur Road,1410.0,2.0,53.0,3
593,Begur Road,1160.0,2.0,40.59,2
594,Begur Road,1260.0,2.0,46.62,2
596,Begur Road,1160.0,2.0,42.0,2
597,Begur Road,1200.0,2.0,45.0,2
599,Begur Road,1410.0,2.0,52.17,3
600,Begur Road,1170.0,2.0,46.0,2
601,Begur Road,1160.0,2.0,42.92,2
602,Begur Road,1410.0,2.0,52.17,3
603,Begur Road,1565.0,2.0,59.76,3
604,Begur Road,1160.0,2.0,42.0,2
605,Begur Road,1410.0,2.0,53.58,3
606,Begur Road,1200.0,2.0,45.0,2
607,Begur Road,1200.0,2.0,42.6,2
608,Begur Road,1160.0,2.0,42.0,2
609,Begur Road,1565.0,2.0,57.91,3
610,Begur Road,1200.0,2.0,45.6,2
611,Begur Road,1215.0,2.0,43.13,2
612,Begur Road,1200.0,2.0,44.4,2
613,Begur Road,1160.0,2.0,44.0,2
614,Begur Road,1200.0,2.0,42.0,2
615,Begur Road,1240.0,2.0,45.88,2
616,Begur Road,1200.0,2.0,44.0,2
617,Begur Road,1100.0,2.0,42.6,2
618,Begur Road,1565.0,2.0,57.91,3
619,Begur Road,1200.0,2.0,44.4,2
620,Begur Road,1215.0,2.0,43.75,2
621,Begur Road,1200.0,2.0,44.73,2
622,Begur Road,1160.0,2.0,42.0,2
623,Begur Road,1410.0,2.0,54.99,3
624,Bellandur,1767.0,3.0,103.0,3
625,Bellandur,1205.0,2.0,66.0,2
626,Bellandur,1250.0,2.0,76.0,2
627,Bellandur,1000.0,2.0,50.0,2
628,Bellandur,1281.0,2.0,74.0,2
629,Bellandur,921.0,2.0,40.0,2
630,Bellandur,1490.0,2.0,98.0,3
633,Bellandur,1220.0,2.0,60.0,2
634,Bellandur,1299.0,2.0,82.0,2
635,Bellandur,900.0,2.0,56.0,2
636,Bellandur,1350.0,2.0,79.0,2
637,Bellandur,1286.0,2.0,57.0,2
638,Bellandur,1457.0,2.0,85.0,2
639,Bellandur,1310.0,2.0,72.0,2
640,Bellandur,1785.0,3.0,118.0,3
641,Bellandur,1051.0,2.0,60.0,2
642,Bellandur,1060.0,2.0,65.0,2
643,Bellandur,1100.0,2.0,62.0,2
644,Bellandur,1685.0,3.0,100.0,3
645,Bellandur,982.0,2.0,55.0,2
646,Bellandur,1205.0,2.0,59.0,2
647,Bellandur,1063.0,2.0,58.0,2
648,Bellandur,1201.0,2.0,59.99,2
649,Bellandur,1325.0,2.0,65.0,2
650,Bellandur,1088.0,2.0,48.0,2
651,Bellandur,1310.0,2.0,85.0,2
652,Bellandur,1465.0,3.0,90.0,2
653,Bellandur,1767.0,3.0,109.0,3
654,Bellandur,1150.0,2.0,69.44,2
655,Bellandur,1410.0,3.0,92.0,2
656,Bellandur,1015.0,2.0,60.0,2
657,Bellandur,1685.0,3.0,101.0,3
658,Bellandur,1735.0,3.0,105.0,3
659,Bellandur,1049.0,2.0,51.0,2
660,Bellandur,1211.0,2.0,63.0,2
661,Bellandur,1717.0,3.0,110.0,3
662,Bellandur,1200.0,2.0,62.0,2
663,Bellandur,960.0,2.0,48.0,2
664,Bellandur,850.0,2.0,45.0,2
665,Bellandur,1454.0,2.0,90.0,2
666,Bellandur,1195.0,2.0,52.0,2
667,Bellandur,1260.0,2.0,83.5,2
668,Bellandur,1535.0,3.0,90.0,3
669,Benson Town,3200.0,4.0,350.0,3
670,Benson Town,4460.0,5.0,650.0,4
671,Benson Town,2850.0,4.0,470.0,3
672,Benson Town,3633.0,6.0,550.0,4
673,Benson Town,1688.12,2.0,270.0,2
674,Benson Town,1805.0,3.0,280.0,3
675,Benson Town,1688.0,2.0,280.0,2
676,Bharathi Nagar,1322.0,2.0,68.0,2
677,Bharathi Nagar,1351.0,2.0,70.0,2
678,Bharathi Nagar,1432.0,2.0,68.0,2
679,Bharathi Nagar,1328.0,2.0,69.0,2
680,Bhoganhalli,1670.0,3.0,99.0,3
681,Bhoganhalli,1949.0,3.0,129.0,3
682,Bhoganhalli,1205.0,2.0,64.47,2
683,Bhoganhalli,2439.0,5.0,170.0,4
684,Bhoganhalli,1205.0,2.0,68.32,2
685,Bhoganhalli,1260.0,2.0,69.9,2
686,Bhoganhalli,2439.0,4.0,170.0,4
687,Bhoganhalli,1707.0,3.0,115.0,3
688,Bhoganhalli,970.0,2.0,52.5,2
689,Bhoganhalli,1277.0,2.0,79.89,2
690,Billekahalli,1125.0,2.0,62.0,2
691,Billekahalli,1112.0,2.0,62.0,2
692,Billekahalli,2400.0,3.0,150.0,3
693,Billekahalli,950.0,2.0,58.11,2
694,Billekahalli,1125.0,2.0,65.0,2
695,Billekahalli,950.0,2.0,56.0,2
696,Binny Pete,665.0,1.0,50.75,1
697,Binny Pete,660.0,1.0,54.0,1
698,Binny Pete,1365.0,2.0,122.0,2
699,Binny Pete,1795.0,3.0,139.0,3
700,Binny Pete,1740.0,3.0,150.0,3
701,Binny Pete,1970.0,3.0,164.0,3
702,Bisuvanahalli,1180.0,3.0,48.0,3
703,Bisuvanahalli,1075.0,2.0,46.0,3
704,Bisuvanahalli,1075.0,2.0,45.0,3
705,Bisuvanahalli,845.0,2.0,33.0,2
706,Bisuvanahalli,1075.0,2.0,45.0,3
707,Bisuvanahalli,845.0,2.0,37.0,2
708,Bisuvanahalli,1075.0,2.0,47.0,3
709,Bisuvanahalli,850.0,1.0,32.0,2
712,Bisuvanahalli,845.0,2.0,37.0,2
714,Bisuvanahalli,845.0,2.0,33.0,2
716,Bisuvanahalli,1080.0,2.0,45.0,3
717,Bisuvanahalli,1075.0,2.0,47.0,3
718,Bisuvanahalli,1075.0,2.0,48.0,3
719,Bisuvanahalli,1075.0,2.0,45.0,3
720,Bisuvanahalli,1075.0,2.0,44.0,3
722,Bisuvanahalli,845.0,2.0,32.0,2
723,Bisuvanahalli,845.0,2.0,34.0,2
724,Bommanahalli,3000.0,8.0,140.0,8
725,Bommanahalli,515.0,1.0,25.0,1
726,Bommanahalli,1090.0,3.0,44.0,2
727,Bommanahalli,1850.0,3.0,90.0,3
728,Bommanahalli,910.0,2.0,45.0,2
729,Bommanahalli,1050.0,2.0,46.0,2
730,Bommanahalli,1100.0,1.0,55.0,2
731,Bommanahalli,2100.0,4.0,85.0,4
732,Bommanahalli,1160.0,2.0,53.0,2
735,Bommasandra,1035.0,2.0,41.0,2
736,Bommasandra,1035.0,2.0,41.73,2
737,Bommasandra,1034.0,2.0,40.0,2
738,Bommasandra,920.0,2.0,37.46,2
739,Bommasandra,1035.0,2.0,41.43,2
741,Bommasandra,1015.0,2.0,40.0,2
742,Bommasandra,955.0,2.0,35.28,2
743,Bommasandra,1005.0,2.0,39.77,2
744,Bommasandra,1020.0,2.0,40.89,2
745,Bommasandra,920.0,2.0,37.2,2
746,Bommasandra,800.0,1.0,32.0,2
748,Bommasandra,1127.0,2.0,45.0,2
752,Bommasandra,955.0,2.0,37.97,2
753,Bommasandra,1089.0,2.0,40.0,2
754,Bommasandra,1365.0,3.0,53.96,3
755,Bommasandra Industrial Area,1090.0,2.0,31.48,2
756,Bommasandra Industrial Area,1165.0,2.0,33.64,2
757,Bommasandra Industrial Area,1090.0,2.0,31.48,2
758,Bommasandra Industrial Area,1000.0,2.0,28.88,2
759,Bommasandra Industrial Area,1125.0,2.0,32.49,2
760,Bommasandra Industrial Area,1125.0,2.0,32.49,2
761,Bommasandra Industrial Area,1130.0,2.0,32.64,2
762,Bommenahalli,1632.0,3.0,145.0,4
763,Bommenahalli,1670.0,3.0,135.0,4
764,Bommenahalli,1680.0,3.0,135.0,4
765,Bommenahalli,1632.0,3.0,128.0,4
766,Bommenahalli,1232.0,3.0,96.0,3
767,Bommenahalli,1632.0,3.0,140.0,4
768,Brookefield,1150.0,2.0,69.0,2
769,Brookefield,1142.0,2.0,70.0,2
770,Brookefield,1476.0,3.0,105.0,3
771,Brookefield,1262.0,2.0,75.0,2
772,Brookefield,1139.0,2.0,80.0,2
773,Brookefield,1125.0,2.0,70.0,2
775,Brookefield,941.0,2.0,48.0,2
776,Brookefield,2400.0,3.0,140.0,4
777,Brookefield,1225.0,2.0,66.5,2
778,Brookefield,1200.0,2.0,75.0,2
779,Brookefield,1270.0,2.0,95.0,2
780,Brookefield,1706.0,3.0,115.0,3
781,Brookefield,1389.0,2.0,94.0,2
782,Brookefield,1225.0,2.0,72.0,2
783,Brookefield,1746.0,3.0,115.0,3
784,Brookefield,1382.0,2.0,84.5,2
785,Brookefield,1260.0,2.0,70.0,2
786,Brookefield,1206.0,2.0,90.0,2
787,Budigere,1162.0,2.0,59.9,2
788,Budigere,1991.0,4.0,103.0,3
789,Budigere,1153.0,2.0,57.0,2
790,Budigere,1162.0,2.0,57.0,2
791,Budigere,1139.0,2.0,56.8,2
792,Budigere,1139.0,2.0,56.85,2
793,Budigere,664.0,1.0,35.0,1
794,Budigere,1820.0,3.0,93.0,3
795,Budigere,1636.0,3.0,85.0,3
796,Budigere,1139.0,2.0,60.0,2
797,Budigere,1820.0,3.0,93.0,3
798,Budigere,1162.0,2.0,58.0,2
799,Budigere,1636.0,3.0,85.0,3
800,Budigere,1087.0,2.0,54.3,2
801,Budigere,1153.0,2.0,56.7,2
802,Budigere,1139.0,2.0,56.5,2
803,Budigere,1636.0,3.0,83.0,3
804,Budigere,664.0,1.0,34.0,1
805,Budigere,1162.0,2.0,58.0,2
806,Budigere,1153.0,2.0,60.0,2
807,Budigere,1820.0,3.0,95.0,3
808,Budigere,1820.0,3.0,95.5,3
809,Budigere,1153.0,2.0,58.0,2
810,Budigere,1153.0,2.0,56.55,2
811,Budigere,1153.0,2.0,60.0,2
812,CV Raman Nagar,1120.0,2.0,55.0,2
813,CV Raman Nagar,1070.0,2.0,55.0,2
814,CV Raman Nagar,740.0,2.0,37.0,2
815,CV Raman Nagar,1028.0,2.0,49.0,2
816,CV Raman Nagar,1025.0,2.0,50.0,2
817,CV Raman Nagar,1198.0,2.0,60.0,2
818,CV Raman Nagar,1560.0,2.0,85.0,2
819,CV Raman Nagar,1590.0,2.0,85.0,3
820,CV Raman Nagar,1100.0,2.0,58.0,2
821,CV Raman Nagar,1051.0,2.0,61.0,2
822,CV Raman Nagar,1020.0,2.0,55.0,2
823,CV Raman Nagar,1285.0,2.0,65.0,2
824,CV Raman Nagar,1040.0,2.0,50.0,2
825,CV Raman Nagar,1400.0,2.0,78.0,3
826,CV Raman Nagar,1400.0,2.0,78.0,3
827,CV Raman Nagar,1310.0,2.0,62.0,2
828,Chamrajpet,1475.0,2.0,120.0,3
829,Chamrajpet,1900.0,2.0,170.0,4
830,Chamrajpet,1350.0,2.0,180.0,2
831,Chamrajpet,1660.4,4.0,211.0,4
832,Chamrajpet,1565.0,3.0,98.91,3
833,Chamrajpet,730.0,1.0,52.0,2
834,Chamrajpet,650.0,1.0,40.0,2
835,Chamrajpet,650.0,2.0,45.0,2
836,Chamrajpet,1650.0,3.0,115.0,3
837,Chandapura,650.0,1.0,17.0,2
838,Chandapura,645.0,1.0,16.45,1
839,Chandapura,645.0,1.0,16.45,1
841,Chandapura,1200.0,2.0,32.0,2
842,Chandapura,1025.0,2.0,27.68,2
843,Chandapura,582.5,1.0,15.135,1
845,Chandapura,1065.0,2.0,33.0,3
846,Chandapura,850.0,2.0,25.4,2
847,Chandapura,645.0,1.0,16.45,1
849,Chandapura,520.0,1.0,14.04,1
850,Chandapura,1200.0,1.0,36.0,2
852,Chandapura,645.0,1.0,16.45,1
854,Chandapura,645.0,1.0,16.45,1
856,Chandapura,700.0,1.0,19.0,2
857,Chandapura,1095.0,2.0,32.0,3
858,Chandapura,645.0,1.0,16.45,1
859,Chandapura,645.0,1.0,16.45,1
860,Chandapura,937.0,2.0,30.0,2
861,Chandapura,1025.0,2.0,27.68,2
863,Chandapura,800.0,2.0,25.0,2
864,Chandapura,645.0,1.0,16.45,1
865,Chandapura,778.0,2.0,25.29,2
866,Chandapura,950.0,2.0,25.65,2
867,Chandapura,1200.0,2.0,36.0,2
868,Chandapura,645.0,1.0,16.45,1
869,Chandapura,674.0,1.0,19.9,2
871,Chandapura,1025.0,2.0,27.68,2
873,Chandapura,1345.0,2.0,39.5,3
874,Chandapura,1033.0,2.0,30.47,3
877,Chandapura,520.0,1.0,14.04,1
878,Chandapura,1323.0,2.0,42.0,3
879,Chandapura,410.0,1.0,10.0,1
881,Chandapura,645.0,1.0,16.45,1
882,Chandapura,645.0,1.0,16.45,1
883,Chandapura,1200.0,2.0,36.0,2
884,Chandapura,740.0,1.0,22.0,2
885,Chandapura,876.0,2.0,28.47,2
886,Chandapura,520.0,1.0,14.04,1
887,Channasandra,1009.0,2.0,38.34,2
888,Channasandra,1065.0,2.0,35.0,2
889,Channasandra,1030.0,2.0,34.5,2
890,Channasandra,4200.0,6.0,180.0,6
891,Channasandra,1115.0,2.0,40.0,2
892,Channasandra,1104.0,2.0,35.5,2
893,Channasandra,1160.0,2.0,55.0,2
894,Channasandra,1050.0,2.0,41.0,2
895,Channasandra,1065.0,2.0,40.47,2
896,Channasandra,1070.0,2.0,38.0,2
897,Channasandra,1050.0,2.0,35.0,2
898,Channasandra,1093.0,2.0,34.0,2
899,Channasandra,1010.0,2.0,36.0,2
900,Channasandra,1123.0,2.0,36.0,2
901,Channasandra,1000.0,2.0,35.0,2
902,Channasandra,1330.0,2.0,51.83,3
903,Channasandra,1093.0,2.0,37.0,2
904,Channasandra,1115.0,2.0,35.8,2
905,Channasandra,1500.0,3.0,61.95,3
906,Channasandra,830.0,2.0,36.28,2
907,Channasandra,1195.0,2.0,56.0,3
908,Channasandra,1175.0,2.0,38.0,2
909,Channasandra,1200.0,2.0,46.13,2
910,Channasandra,1065.0,2.0,36.0,2
911,Channasandra,1050.0,2.0,44.41,2
912,Channasandra,1010.0,2.0,32.0,2
913,Chikka Tirupathi,2600.0,5.0,120.0,4
914,Chikka Tirupathi,1808.0,4.0,80.27,3
915,Chikka Tirupathi,3297.0,3.0,135.0,3
916,Chikka Tirupathi,3500.0,5.0,150.0,4
917,Chikka Tirupathi,2325.0,3.0,95.0,3
918,Chikka Tirupathi,3250.0,4.0,136.0,4
919,Chikka Tirupathi,2665.0,5.0,125.0,4
920,Chikkabanavar,950.0,2.0,40.0,2
921,Chikkabanavar,600.0,1.0,25.0,2
922,Chikkabanavar,2460.0,7.0,80.0,4
923,Chikkabanavar,2400.0,4.0,97.0,5
924,Chikkabanavar,2000.0,4.0,65.0,5
925,Chikkabanavar,1067.0,2.0,38.0,2
926,Chikkabanavar,1320.0,2.0,46.0,3
927,Chikkalasandra,1100.0,2.0,50.0,2
928,Chikkalasandra,1208.0,2.0,49.0,2
929,Chikkalasandra,1070.0,2.0,50.0,2
930,Chikkalasandra,1230.0,2.0,48.0,2
931,Chikkalasandra,1428.0,2.0,80.0,3
932,Chikkalasandra,1070.0,2.0,42.8,2
933,Chikkalasandra,1075.0,2.0,46.76,2
934,Chikkalasandra,1070.0,2.0,45.48,2
935,Chikkalasandra,1100.0,2.0,50.0,2
936,Chikkalasandra,1090.0,2.0,47.42,2
937,Chikkalasandra,1325.0,2.0,59.0,2
938,Chikkalasandra,1290.0,2.0,72.0,2
939,Choodasandra,1115.0,2.0,50.0,2
940,Choodasandra,1300.0,2.0,57.0,2
941,Choodasandra,1530.0,3.0,77.0,3
942,Choodasandra,1197.0,2.0,63.0,2
943,Choodasandra,1465.0,3.0,75.0,3
944,Choodasandra,1115.0,2.0,50.0,2
945,Choodasandra,1215.0,2.0,59.0,2
946,Choodasandra,1254.0,2.0,65.0,3
947,Choodasandra,725.0,2.0,36.0,2
948,Choodasandra,1075.0,2.0,45.0,2
949,Choodasandra,1180.0,2.0,71.22,2
950,Choodasandra,1140.0,2.0,62.0,2
951,Choodasandra,1560.0,3.0,78.0,3
952,Choodasandra,1065.0,2.0,46.0,2
953,Choodasandra,1115.0,2.0,50.0,2
954,Choodasandra,1115.0,2.0,50.0,2
955,Cooke Town,3950.0,4.0,450.0,4
956,Cooke Town,2388.0,4.0,239.0,3
957,Cooke Town,1710.0,2.0,200.0,2
958,Cooke Town,3900.0,5.0,415.0,4
959,Cooke Town,2560.0,4.0,310.0,3
960,Cooke Town,2300.0,3.0,250.0,3
961,Cox Town,1975.0,3.0,150.0,3
962,Cox Town,1730.0,3.0,140.0,3
963,Cox Town,1600.0,3.0,150.0,3
964,Cox Town,1250.0,2.0,95.0,2
965,Cox Town,1280.0,2.0,120.0,2
966,Cox Town,1073.0,2.0,72.0,2
967,Cunningham Road,3875.0,3.0,864.0,3
968,Cunningham Road,3875.0,3.0,800.0,3
969,Cunningham Road,3815.0,3.0,763.0,3
970,Cunningham Road,3489.0,3.0,662.0,3
971,Cunningham Road,4170.0,3.0,800.0,3
972,Cunningham Road,2700.0,3.0,501.0,3
973,Cunningham Road,2880.0,3.0,560.0,3
974,Dasanapura,708.0,2.0,37.0,2
975,Dasanapura,708.0,1.0,40.0,2
976,Dasanapura,814.0,2.0,42.0,2
977,Dasanapura,1163.0,2.0,65.0,2
978,Dasanapura,1286.0,2.0,68.0,3
979,Dasanapura,814.0,2.0,43.7,2
980,Dasarahalli,1295.0,2.0,65.0,2
981,Dasarahalli,2100.0,3.0,120.0,3
982,Dasarahalli,1220.0,2.0,62.0,2
983,Devanahalli,1260.0,2.0,66.78,2
984,Devanahalli,1282.0,2.0,68.52,3
985,Devanahalli,1360.0,2.0,65.0,2
986,Devanahalli,1010.0,2.0,51.0,2
987,Devanahalli,1080.0,2.0,53.35,2
988,Devanahalli,1174.0,2.0,59.0,2
989,Devanahalli,3752.5,2.0,177.115,2
990,Devanahalli,658.0,1.0,34.0,1
991,Devanahalli,1080.0,2.0,52.0,2
992,Devanahalli,1700.0,3.0,88.2,3
993,Devanahalli,1498.0,3.0,79.15,3
994,Devanahalli,1466.0,3.0,77.59,3
995,Devanahalli,775.0,1.0,39.0,1
996,Devanahalli,1020.0,2.0,49.87,1
997,Devanahalli,1550.0,3.0,85.0,3
998,Devanahalli,1340.0,2.0,65.0,2
999,Devanahalli,1075.0,2.0,52.57,1
1000,Devarachikkanahalli,615.0,1.0,24.0,1
1001,Devarachikkanahalli,1230.0,2.0,58.0,2
1002,Devarachikkanahalli,1425.0,2.0,65.0,3
1003,Devarachikkanahalli,947.0,2.0,43.0,2
1004,Devarachikkanahalli,1230.0,2.0,58.0,2
1005,Devarachikkanahalli,1705.0,3.0,75.0,3
1006,Devarachikkanahalli,1116.0,2.0,47.0,2
1007,Devarachikkanahalli,991.0,2.0,40.0,2
1008,Dodda Nekkundi,1260.0,2.0,55.0,2
1009,Dodda Nekkundi,1390.0,2.0,60.0,2
1010,Dodda Nekkundi,1080.0,2.0,50.0,2
1011,Dodda Nekkundi,1100.0,2.0,48.0,2
1012,Dodda Nekkundi,1100.0,2.0,41.15,2
1013,Dodda Nekkundi,1252.0,2.0,71.0,3
1014,Dodda Nekkundi,1155.0,2.0,46.0,2
1015,Dodda Nekkundi,1128.0,2.0,45.0,2
1016,Dodda Nekkundi,1148.0,2.0,56.0,2
1017,Dodda Nekkundi,1145.0,2.0,46.5,2
1018,Dodda Nekkundi,1100.0,2.0,41.16,2
1019,Dodda Nekkundi,1100.0,2.0,46.75,2
1020,Dodda Nekkundi,1315.0,2.0,50.0,2
1021,Dodda Nekkundi,1135.0,2.0,58.0,2
1022,Dodda Nekkundi,1100.0,2.0,41.18,2
1023,Dodda Nekkundi,1370.0,2.0,60.0,2
1024,Dodda Nekkundi,1585.0,2.0,79.0,3
1025,Dodda Nekkundi,1005.0,2.0,45.0,2
1026,Dodda Nekkundi,1264.0,2.0,52.0,2
1027,Doddaballapur,4200.0,4.0,325.0,4
1028,Doddaballapur,3876.0,3.0,300.0,3
1029,Doddaballapur,2776.0,4.0,195.0,3
1030,Doddaballapur,2400.0,3.0,200.0,4
1031,Doddaballapur,654.0,1.0,49.0,1
1032,Doddakallasandra,1010.0,2.0,40.39,2
1033,Doddakallasandra,1010.0,2.0,40.39,2
1034,Doddakallasandra,1072.0,2.0,42.87,2
1035,Doddakallasandra,1010.0,2.0,40.4,2
1036,Doddakallasandra,1072.0,2.0,42.87,2
1037,Doddathoguru,970.0,2.0,33.0,2
1038,Doddathoguru,1030.0,2.0,42.0,2
1039,Doddathoguru,1549.0,3.0,65.0,3
1040,Doddathoguru,1015.0,2.0,33.5,2
1041,Doddathoguru,1104.0,2.0,39.0,2
1042,Doddathoguru,915.0,2.0,32.0,2
1043,Doddathoguru,750.0,1.0,25.5,1
1044,Doddathoguru,1595.0,3.0,62.0,3
1045,Doddathoguru,855.0,2.0,32.0,2
1046,Doddathoguru,925.0,2.0,30.0,2
1047,Doddathoguru,1208.0,3.0,45.0,3
1048,Doddathoguru,940.0,2.0,32.9,2
1049,Doddathoguru,1107.0,2.0,44.0,2
1050,Domlur,1875.0,2.0,150.0,3
1051,Domlur,640.0,1.0,55.0,1
1052,Domlur,1050.0,2.0,85.0,2
1053,Domlur,1800.0,3.0,150.0,3
1054,Domlur,1720.0,3.0,135.0,3
1055,Domlur,1950.0,3.0,165.0,3
1056,Domlur,780.0,1.0,70.0,1
1057,Domlur,1740.0,3.0,120.0,3
1058,Domlur,1695.0,3.0,125.0,3
1059,Domlur,1246.0,2.0,95.0,2
1060,Domlur,2100.0,3.0,145.0,3
1061,Domlur,1850.0,3.0,180.0,3
1062,Domlur,2955.0,3.0,235.0,3
1063,Dommasandra,805.0,2.0,22.14,2
1064,Dommasandra,1153.0,2.0,43.5,2
1065,Dommasandra,1090.0,2.0,43.5,2
1066,Dommasandra,850.0,2.0,25.4,2
1067,Dommasandra,674.0,1.0,19.9,2
1068,Dommasandra,999.0,2.0,32.9,2
1069,EPIP Zone,1499.0,5.0,102.0,3
1070,EPIP Zone,1285.0,2.0,82.0,2
1071,EPIP Zone,2330.0,3.0,162.0,3
1072,EPIP Zone,1330.0,2.0,92.5,2
1073,EPIP Zone,1330.0,2.0,86.98,2
1074,EPIP Zone,1330.0,2.0,93.36,2
1075,EPIP Zone,1500.0,3.0,102.0,3
1076,EPIP Zone,1343.0,2.0,86.0,2
1077,EPIP Zone,2350.0,4.0,163.0,3
1078,EPIP Zone,1860.0,3.0,130.0,3
1079,EPIP Zone,2710.0,3.0,177.0,3
1080,Electronic City,1060.0,2.0,60.0,2
1081,Electronic City,1152.0,2.0,64.5,2
1085,Electronic City,589.0,1.0,27.0,1
1086,Electronic City,1108.0,2.0,63.0,2
1087,Electronic City,1128.0,2.0,65.0,2
1088,Electronic City,1800.0,3.0,95.0,3
1089,Electronic City,630.0,1.0,34.65,1
1090,Electronic City,1128.0,2.0,63.0,2
1091,Electronic City,1070.0,2.0,55.0,2
1092,Electronic City,1342.0,2.0,73.3,2
1094,Electronic City,1691.0,2.0,102.0,3
1095,Electronic City,1128.0,2.0,65.49,2
1096,Electronic City,1070.0,2.0,56.1,2
1097,Electronic City,890.0,2.0,45.0,2
1098,Electronic City,1128.0,2.0,65.65,2
1101,Electronic City,1360.0,2.0,75.0,3
1102,Electronic City,770.0,1.0,40.0,2
1103,Electronic City,1128.0,2.0,64.0,2
1104,Electronic City,1070.0,2.0,54.0,2
1105,Electronic City,1571.0,3.0,89.0,3
1107,Electronic City,1128.0,2.0,65.35,2
1108,Electronic City,1128.0,2.0,65.0,2
1110,Electronic City,1563.0,3.0,91.84,3
1111,Electronic City,1025.0,2.0,54.5,2
1112,Electronic City,1128.0,2.0,68.0,2
1113,Electronic City,700.0,1.0,35.0,1
1114,Electronic City,1152.0,2.0,65.0,2
1115,Electronic City,1070.0,2.0,60.0,2
1116,Electronic City,1128.0,2.0,65.5,2
1118,Electronic City,1152.0,2.0,65.75,2
1119,Electronic City,1070.0,2.0,55.0,2
1120,Electronic City,1060.0,2.0,58.0,2
1121,Electronic City,1025.0,2.0,54.1,2
1123,Electronic City,1575.0,3.0,90.0,3
1124,Electronic City,435.0,1.0,19.5,1
1125,Electronic City,1125.0,2.0,58.0,2
1126,Electronic City,1363.0,2.0,79.0,2
1127,Electronic City,1108.0,2.0,67.15,2
1128,Electronic City,1128.0,2.0,65.7,2
1130,Electronic City,1650.0,3.0,100.0,3
1132,Electronic City,1070.0,2.0,58.0,2
1135,Electronic City,1073.0,2.0,60.0,2
1136,Electronic City,1296.0,2.0,65.0,2
1137,Electronic City,1025.0,2.0,53.9,2
1138,Electronic City,940.0,2.0,54.0,2
1139,Electronic City,435.0,1.0,21.0,1
1141,Electronic City,435.0,1.0,22.0,1
1143,Electronic City,770.0,1.0,39.9,2
1144,Electronic City,1128.0,2.0,64.0,2
1146,Electronic City,1571.0,3.0,83.0,3
1147,Electronic City,1128.0,2.0,65.58,2
1148,Electronic City,1128.0,2.0,65.4,2
1149,Electronic City,1355.0,2.0,72.9,2
1152,Electronic City,1108.0,2.0,63.0,2
1154,Electronic City,1128.0,2.0,65.45,2
1156,Electronic City,630.0,1.0,33.7,1
1157,Electronic City,550.0,1.0,27.0,1
1159,Electronic City,1070.0,2.0,55.0,2
1160,Electronic City,1342.0,2.0,72.0,2
1161,Electronic City,1275.0,3.0,70.0,3
1163,Electronic City,1644.0,3.0,92.59,3
1165,Electronic City,1128.0,2.0,64.8,2
1166,Electronic City,1060.0,2.0,55.0,2
1167,Electronic City,710.0,1.0,40.42,1
1168,Electronic City,1060.0,2.0,55.0,2
1169,Electronic City,1353.0,2.0,75.0,2
1170,Electronic City,1128.0,2.0,67.0,2
1171,Electronic City,1070.0,2.0,57.0,2
1172,Electronic City,1700.0,3.0,90.0,3
1173,Electronic City,750.0,1.0,35.0,1
1175,Electronic City,1070.0,2.0,60.0,2
1176,Electronic City,1615.0,3.0,97.0,3
1177,Electronic City,1221.0,2.0,68.0,2
1179,Electronic City,1128.0,2.0,63.5,2
1180,Electronic City,589.0,1.0,29.0,1
1181,Electronic City,1575.0,3.0,94.5,3
1183,Electronic City,1025.0,2.0,54.0,2
1184,Electronic City,1355.0,2.0,73.0,2
1186,Electronic City Phase II,1056.0,2.0,39.07,2
1187,Electronic City Phase II,1020.0,2.0,30.6,2
1188,Electronic City Phase II,1069.0,2.0,45.0,2
1189,Electronic City Phase II,630.0,1.0,28.35,1
1190,Electronic City Phase II,1266.0,2.0,59.0,2
1191,Electronic City Phase II,1000.0,2.0,28.88,2
1192,Electronic City Phase II,972.0,2.0,44.0,2
1193,Electronic City Phase II,1003.0,2.0,40.6,2
1194,Electronic City Phase II,1395.0,2.0,62.78,3
1195,Electronic City Phase II,1160.0,2.0,33.5,2
1196,Electronic City Phase II,1065.0,2.0,30.75,2
1197,Electronic City Phase II,1000.0,2.0,28.88,2
1198,Electronic City Phase II,900.0,2.0,32.5,2
1199,Electronic City Phase II,1418.0,3.0,52.47,3
1200,Electronic City Phase II,1070.0,2.0,45.0,2
1201,Electronic City Phase II,1140.0,2.0,33.06,2
1202,Electronic City Phase II,1089.0,2.0,32.67,2
1203,Electronic City Phase II,1160.0,2.0,33.5,2
